id,title,tags,categoryID,madeForKids,Like,Dislike,Label
CN8MdurBiY8,THƯƠNG CHA NHƯ HẠT MUỐI - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|thương cha như hạt muối|thương cha|hạt muối|phim hoạt hình thương cha như hạt muối,1,FALSE,811,108,0
fhwSNxsPBeU,THỬ LÒNG THÔNG GIA - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|thử lòng thông gia|thử lòng|thông gia|thử|lòng|thông|gia|phim hoạt hình thử lòng thông gia,1,FALSE,812,97,0
Z4-kzFHQSCg,CHỊ DÂU EM CHỒNG - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|chị dâu em chồng|chị dâu|em chồng|chị dâu khó tính|phim hoạt hình chị dâu em chồng,1,TRUE,816,160,0
fCZw8HoD1Zw,ABC Vui từng giờ | Tập 18: Chữ P | VTV7,#vtv7kids|#giaoduc|#treem|#thieunhi|#tieuhoc|#mamnon|Tieng anh tre em|Hoc danh van|Hoc tieng anh tre em|Hoc chu cai tre em|Hoc chu cai tieng viet|Cach day bang chu cai|English for kids|Kids lesson,27,TRUE,850,329,0
7moCEWxtzjk,Nhận quà CỰC KHỦNG ngày sinh nhật 8/12 - Garena Liên Quân Mobile,Garena|garena liên quân|liên quân mobile|liên quân|lien minh mobile|liên minh huyền thoại mobile|arena of valor|AOV|AOV VN|812 liên quân|8/12 liên quân|quà sinh nhật liên quân|quà liên quân|sinh nhật liên quân|sinh nhat lien quan|sinh nhật 3 tuổi liên quân|quà free liên quân|skin free liên quân|tướng free liên quân|trương hoàng mai anh|truong hoang mai anh,20,FALSE,853,31,2
rS8uBzgobv4,ĂN THỊT CÒ MẸ - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|ăn thịt cò mẹ|ăn thịt|cò mẹ|thịt cò|mẹ|phim hoạt hình ăn thịt cò mẹ,1,TRUE,854,130,0
oARf7ZfXqbY,SỐ 32: TỰ TIN THỂ HIỆN TÀI NĂNG | DẠY BÉ ỨNG XỬ THÔNG MINH | CHUYỆN KỂ CỦA NHỮNG CHÚ CỪU 2017 | VTV7,tre em|tre con|giao tiếp|ứng xử|cư xử|mầm non|tiểu học|vtv7|cừu xanh|cừu hồng|thói quen|kỹ năng|cảm xúc|thấu hiểu|giúp đỡ|biểu cảm|câu chuyện|kids|MC trần ngọc|trần ngọc|trần hồng ngọc|hồng ngọc|thông minh|ứng xử thông minh|dạy con,27,TRUE,862,435,0
qIGJIIYGogM,Chuyện Trò - PCGL Ft. VoVanDuc || Video Lyrics,Chuyện trò|PCGL|VoVanDuc|TayNguyenSound|chuyen tro pcgl|chuyen tro pcgl ft vovanduc|pcgl ft vovanduc|chuyentro|pcgl chuyen tro|rap|love|sad love|TayNguyenSauLang|VietRapEntertainment|Viet Rap Entertainment,10,FALSE,866,8,2
UAmn-njM9uY,NGÀY NÓI DỐI - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|ngày nói dối|ngày|nói|dối|nói dối|phim hoạt hình ngày nói dối,1,TRUE,873,123,0
4mpG0_OiGMg,CÔ GÁI BÉO - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|cô gái béo|cô gái|béo|cô|gái|gái béo|cô béo|giảm cân|phim hoạt hình cô gái béo,1,TRUE,895,128,0
iBX6RT_xrg0,ABC Vui từng giờ | Tập 1: Chữ O | VTV7,#vtv7kids|#giaoduc|#treem|#thieunhi|#tieuhoc|#mamnon|hoc chu|bang chu cai|hoc cung con|hoc cung be|english|english for kids|kids lesson|abc vui tung gio|vtv7 kids|chuong trinh tre em|hoc chu tre em,27,TRUE,935,308,0
Xr7wNt7mis0,ÉP GÁI UỐNG ĐI - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|ép gái uống bia|ép gái|uống bia|ép|gái|uống|bia|phim hoạt hình ép gái uống bia,1,TRUE,938,202,0
ytN9Ju44aME,Truyện cổ tích hay nhất - SỰ TÍCH NGÀY VÀ ĐÊM - Phim hoạt hình - Quà tặng cuộc sống - Phim hay 2020,truyện cổ tích hay nhất|truyện cổ tích việt nam|truyện cổ tích|cổ tích|truyen co tich|chuyện cổ tích|chuyen co tich|kể chuyện cổ tích|truyện cổ tích cho bé|phim hoạt hình|hoạt hình|hoạt hình hay|khoảnh khắc kỳ diệu|quà tặng cuộc sống|phim hay|phim hay 2020|phim hoạt hình hay nhất|hoạt hình 2020|thế giới quanh em|sự tích ngày và đêm|sự tích|ngày và đêm|ngày|đêm|phim hoạt hình sự tích ngày và đêm,1,FALSE,958,101,0
sUKtTjSU_2U,NHỮNG SAI LẦM THỜI TRANG NAM GIỚI LÀM ĐÀN ÔNG XẤU TRAI HƠN!!!!! VÀ CÁCH KHẮC PHỤC NÓ,thời trang nam|thời trang|thời trang nam 2020|thời trang nam hàn quốc|phối đồ nam|phối đồ|áo khoác nam|áo khoác|áo khoác local brand|áo khoác nữ|đồng hồ nam|đồng hồ|đồng hồ nam đẹp|nước hoa|nước hoa hồng|nước hoa nam|sơ mi nam|sơ mi|sơ mi nam đẹp|quần jeans nam|quần jean|quần jean nam|áo gym|áo gym nam|áo tập gym|áo oversize|áo oversize nam|áo thun|giày tây|giày tây nam,26,FALSE,975,34,0
lSgDo-lh5F8,ĐỔI ĐỜI - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|đổi đời|đổi|đời|phim hoạt hình đổi đời,1,FALSE,979,72,0
1568wZ793os,NGOẠI TÌNH - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|ngoại tình|ngoại|tình|người phản bội|phim hoạt hình ngoại tình,1,TRUE,982,135,0
nC4lfn2lCh4,CON NHÀ GIÀU - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|con nhà giàu|con|nhà|giàu|nhà giàu|con nhà người ta|phim hoạt hình con nhà giàu,1,FALSE,1007,76,0
#NAME?,VAY TIỀN XÂY NHÀ - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|vay tiền xây nhà|vay tiền|xây nhà|vay|tiền|xây|nhà|phim hoạt hình vay tiền xây nhà,1,FALSE,1016,126,0
J_TUD3sMODw,ABC Vui từng giờ | Tập 30: Tổng hợp | VTV7,#vtv7kids|#giaoduc|#treem|#thieunhi|#tieuhoc|#mamnon|Kids lesson|English for kids|Cach day bang chu cai|Hoc chu cai tieng viet|Hoc chu cai tre em|Hoc tieng anh tre em|Tieng anh tre em|Hoc danh van,27,TRUE,1027,627,0
9ekT8j9tcBE,GIỮ MỘT LỜI HỨA | Truyện cổ tích hay nhất | Phim hoạt hình | Chuyện cổ tích việt nam | Phim hay,truyện cổ tích việt nam|truyện cổ tích hay nhất|truyện cổ tích|phim hoạt hình|phim hoạt hình hay nhất|phim hoạt hình việt nam|hoạt hình cho bé|chuyện cổ tích|cổ tích việt nam|phim cổ tích|cổ tích nổi tiếng thế giới|truyen co tich|chuyen co tich|phim hoat hinh|hoat hinh viet nam|xem phim hay|xem phim hoạt hình|khoảnh khắc kỳ diệu|phim hoạt hình hay cho bé|quà tặng cuộc sống|qua tang cuoc song|hoat hinh hay|giữ một lời hứa|giữ lời hứa,1,FALSE,1042,147,0
d9oJprxoK-8,YÊU NHẦM ĐẠI CA - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|yêu nhầm đại ca|yêu nhầm|đại ca|yêu đại ca|yêu|phim hoạt hình yêu nhầm đại ca,1,TRUE,1056,176,0
7TZLXcxzYsI,CÔ GÁI LẤY 2 CHỒNG - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|cô gái lấy 2 chồng|cô gái|lấy 2 chồng|chồng|vợ chồng|phim hoạt hình cô gái lấy 2 chồng,1,FALSE,1059,131,0
J-pQT7pqq7o,NGƯỜI MẸ ĂN XIN - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|người mẹ ăn xin|người mẹ|ăn xin|người|mẹ|ăn|xin|phim hoạt hình người mẹ ăn xin,1,TRUE,1080,153,0
h4PaviGPvVc,CÔ GÁI LÙN - PHIM HOẠT HÌNH - KHOẢNH KHẮC KỲ DIỆU - QUÀ TẶNG CUỘC SỐNG - TRUYỆN CỔ TÍCH,quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|cô gái lùn|cô gái|lùn|cô|gái lùn|gái|phim hoạt hình cô gái lùn,1,TRUE,1082,158,0
