tags,categoryID,madeForKids,Label,rate
truyện cổ tích việt nam|truyện cổ tích hay nhất|truyện cổ tích|phim hoạt hình|phim hoạt hình hay nhất|phim hoạt hình việt nam|hoạt hình cho bé|chuyện cổ tích|cổ tích việt nam|phim cổ tích|cổ tích nổi tiếng thế giới|truyen co tich|chuyen co tich|phim hoat hinh|hoat hinh viet nam|xem phim hay|xem phim hoạt hình|khoảnh khắc kỳ diệu|phim hoạt hình hay cho bé|quà tặng cuộc sống|qua tang cuoc song|hoat hinh hay|giữ một lời hứa|giữ lời hứa,1,0,0,0.8763666947014298
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|yêu nhầm đại ca|yêu nhầm|đại ca|yêu đại ca|yêu|phim hoạt hình yêu nhầm đại ca,1,1,0,0.8571428571428571
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|cô gái lấy 2 chồng|cô gái|lấy 2 chồng|chồng|vợ chồng|phim hoạt hình cô gái lấy 2 chồng,1,0,0,0.8899159663865546
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|người mẹ ăn xin|người mẹ|ăn xin|người|mẹ|ăn|xin|phim hoạt hình người mẹ ăn xin,1,1,0,0.8759124087591241
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|cô gái lùn|cô gái|lùn|cô|gái lùn|gái|phim hoạt hình cô gái lùn,1,1,0,0.8725806451612903
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|cô gái điên|cô gái|điên|cô|gái|phim hoạt hình cô gái điên,1,0,1,0.9074380165289256
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|bố lấy thêm vợ|bố|lấy|thêm|vợ|bố lấy vợ|lấy vợ|phim hoạt hình bố lấy thêm vợ,1,1,0,0.8584831899921814
truyện cổ tích việt nam|truyện cổ tích hay nhất|truyện cổ tích|phim hoạt hình|phim hoạt hình hay nhất|phim hoạt hình việt nam|hoạt hình cho bé|chuyện cổ tích|cổ tích việt nam|phim cổ tích|cổ tích nổi tiếng thế giới|truyen co tich|chuyen co tich|phim hoat hinh|hoat hinh viet nam|xem phim hay|xem phim hoạt hình|khoảnh khắc kỳ diệu|phim hoạt hình hay cho bé|thằng bờm,1,0,0,0.8723235527359239
men's bay|nghệ thuật phái mạnh|chính em|cách chinh phục phụ nữ|chinh phục phụ nữ|kênh đàn ông|nghệ thuật chinh phục phụ nữ|tán gái|tán tỉnh con gái|kênh dành cho phái mạnh|đàn ông|trở thành đàn ông hấp dẫn|6 MÓN ĐỒ|NAM GIỚI|ĐẸP TRAI HƠN|MEN'S BAY|Men's Bay|mens bay|đẹp trai|giúp nam giới|giúp đàn ông|dep trai|muốn đẹp trai|6 món|cách trở nên đẹp trai hơn|cách đẹp trai|cách đẹp trai hơn|nam đẹp trai|làm gì để đẹp trai|đàn ông đẹp trai,22,0,0,0.984070796460177
VTV7|Học đếm|Tiếng việt|Mầm non|Trường mầm non|Học chữ cái|Học số|Số đếm|Dạy con thông minh|Làm cha mẹ|Toán|Trẻ em|LỚP HỌC CẦU VỒNG|NHỮNG NGƯỜI BẠN CẦU VỒNG,27,1,0,0.6702127659574468
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|con dâu và bố chồng|con dâu bố chồng|con dâu|bố chồng|con|bố|chồng|phim hoạt hình con dâu và bố chồng,1,1,0,0.8213256484149856
vtv7kids|giaoduc|treem|thieunhi|tieuhoc|mamnon|bang chu cai|tieng anh tre em|tieng anh|hoc chu tre em|hoc cung con|vtv7 kids|bang chu cai tre em|hoc chu,27,1,0,0.6847953216374268
ChiChi ToysReview TV|ChiChi TV|chichi|tv|chi chi|chichi tv|toys|Đồ Chơi|Trò Chơi|tony tony|tonytv|trò chơi bé làm|làm người cứu hộ|trò chơi bé|làm người cứu|bé làm|người cứu|cứu hộ|tro choi|do choi|tro choi be lam|lam nguoi cuu ho|tro choi be|lam nguoi cuu|be lam|nguoi cuu|cuu ho|tor choi be lam nguoi cuu ho,20,0,0,0.6760806916426513
ThinkView|Hưng Khúc|Tuấn Anh|ThinkPro|Review|Laptop|May tinh xach tay|công nghệ|Đánh giá|Trên tay|reviewer|laptop gaming|gaming|a phone|huawei|huawei Matebook D15|đánh giá huawei Matebook D15,28,0,1,0.9362041467304625
Về đi con|DN|D N|GFam|Gfamily|về đi con DN|Về đi con D N|ve di con - dn|Dn-ve di con|về đi con- D N|về đi con dn gfam|ve di con dn gfamily|gfamily dn ve di con|ve di con gfamily|Dn gfamily|DN Gfam|về đi con|Mẹ|Mom|Rap|life|VietRapEntertainment|Viet Rap Entertainment,10,0,2,0.9678747940691927
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|bố dùng facebook|bố|facebook|fb|dùng|phim hoạt hình bố dùng facebook,1,1,0,0.9359073359073359
giết chủ nợ giấu xác|giết chủ nợ tại lâm đồng|sát hại chủ nợ|giấu xác chủ nợ|giấu xác phi tang|Trần Quốc Vũ|Võ Thành Tuấn|giết chủ nợ|chôn xác phi tang|giết người giấu xác|giết chủ nợ chôn xác phi tang|hanh trinh pha an|hành trình phá án|htpa|cảnh sát nhân dân|csnd|canh sat nhan dan|công an phá án|cong an pha an|công an|công an bắt tội phạm|cảnh sát|cảnh sát hình sự|giết người|giấu xác|giet nguoi|giet chu no,22,0,2,0.7852522639068564
tintuc24hol|iran|chiến tranh mỹ iran|iran và mỹ|iran trả thù|breaking news|căng thẳng mỹ và iran|mỹ và iran|mỹ và iran mới nhất|iran phóng tên lửa|mỹ và iran đánh nhau|tin nong 24h|truc tiep|tin tuc|tin tuc 24h|thoi su|tin 24h|tin hot|news|tin nhanh|tin tuc moi|tin moi|tin tức mới nhất|tin tức|tin tức mới|tin tức 24h|tt24hol|tin vắn|tin nóng|tin mới nhất|tintuc|tin|an ninh 24h|tin an ninh|chuyển động 24h|vietnam news|tin tức việt nam,25,0,2,0.7603254067584481
latin pop|músico|guitarra|concierto|voz|Puerto Rico|fight the feeling|cantante|exitos|eterno|vivo|abrazar la vida|corazón en la maleta|pop latino|artista|Luis Alfonso Rodríguez López-Cepero|San Juan|amor secreto|edición aniversario|Luis Fonsi|comenzaré|tierra firme|live|recital|álbum|palabras del silencio|canal oficial|musica latina|luis fonsi|show|musica|productor|abril|compositor|paso a paso|imagíname sin ti,24,0,2,0.9457784663051898
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|tham lam ích kỷ|tham lam|ích kỷ|tham|lam|ích|kỷ|phim hoạt hình tham lam ích kỷ,1,0,1,0.8542678695350451
quà tặng cuộc sống|quà tặng cuộc sống mới nhất|quà tặng cuộc sống tổng hợp|phim quà tặng cuộc sống|qtcs|qtcs 2020|hoat hinh|phim hoạt hình|hoạt hình hay|sự tích|truyện cổ tích|chuyện cổ tích|kkkd|phim ngắn|tổng hợp phim|bài học cuộc sống|câu chuyện ý nghĩa|giây phút diệu kỳ|câu chuyện cuộc sống|khoảnh khắc kỳ diệu|con gái rượu|con gái|con|gái|rượu|phim hoạt hình con gái rượu|gái rượu,1,1,0,0.8839031339031339
